cell_id,day,donor,cell_type,technology
392f8c261030,4,32606,EryP,citeseq
b95753d7da8f,3,32606,EryP,citeseq
a1f365a0dae0,3,13176,EryP,citeseq
f972100ce8fa,3,32606,EryP,citeseq
6964e8ff36d1,2,32606,EryP,citeseq
f0a89704a168,3,32606,EryP,citeseq
979b8cb9e646,4,32606,EryP,citeseq
f3ef010d9400,4,13176,EryP,citeseq
bb5ca8a4daf5,4,31800,EryP,citeseq
d4e4c82b1d22,2,13176,EryP,citeseq
e78061823573,3,13176,EryP,citeseq
d54e3b6b6f2a,4,31800,EryP,citeseq
4e42b6486714,2,31800,EryP,citeseq
1185206dcb17,2,32606,EryP,citeseq
fe3f68260be3,3,13176,EryP,citeseq
23bfb2a5059f,4,31800,EryP,citeseq
debd8ff3e252,3,32606,EryP,citeseq
c00b411a3fce,4,32606,EryP,citeseq
e8b720cd4db0,4,13176,EryP,citeseq
9285e0f704a0,2,31800,EryP,citeseq
7978773a178e,2,13176,EryP,citeseq
24ef0c46d4af,4,13176,EryP,citeseq
19c4320c9b78,2,31800,EryP,citeseq
7e12df8776a5,2,13176,EryP,citeseq
84e7fb173004,2,31800,EryP,citeseq
1ea8e4fe64ca,4,31800,EryP,citeseq
6ab3fed17af0,3,13176,EryP,citeseq
cb41ce215838,4,31800,EryP,citeseq
22d59d37f358,4,31800,EryP,citeseq
5c012f793a32,4,31800,EryP,citeseq
3125a587a805,4,31800,EryP,citeseq
9e90f3a61453,3,13176,EryP,citeseq
15a25e24493a,2,31800,EryP,citeseq
97f61bd22199,4,31800,EryP,citeseq
d71326df0203,3,32606,EryP,citeseq
5f8c8323e9c8,3,31800,EryP,citeseq
0fde900be4af,3,31800,EryP,citeseq
b270e0d23bba,3,13176,EryP,citeseq
cbe06bfc1cec,3,31800,EryP,citeseq
b0a816a0591a,4,31800,EryP,citeseq
f5189208b243,2,31800,EryP,citeseq
5ed60535b1f3,2,32606,EryP,citeseq
ee7dab3ed6b6,4,13176,EryP,citeseq
332ce743dd27,4,31800,EryP,citeseq
f7f69fc52dd3,2,13176,EryP,citeseq
4be00c3ab77f,4,31800,EryP,citeseq
2425d018391e,4,32606,EryP,citeseq
20975e302d81,2,13176,EryP,citeseq
1c5b3392533f,3,32606,EryP,citeseq
864d055a265a,2,31800,EryP,citeseq
1a276aaeebfe,2,31800,EryP,citeseq
a3fc3c712ab3,2,31800,EryP,citeseq
7083c4a3164a,2,13176,EryP,citeseq
74974f493026,3,32606,EryP,citeseq
31990dc1f978,2,32606,EryP,citeseq
67ca49bdd247,3,32606,EryP,citeseq
956572eb14d7,4,31800,EryP,citeseq
9bab609040fb,2,31800,EryP,citeseq
742383955ea5,4,31800,EryP,citeseq
59ed10f44d00,2,31800,EryP,citeseq
eb8bc260dd8d,4,13176,EryP,citeseq
eefdb8fa2fc4,3,13176,EryP,citeseq
dd6ede9cb789,4,32606,EryP,citeseq
9b5f0205876e,4,31800,EryP,citeseq
f8b16ad94fa1,2,31800,EryP,citeseq
e326f87c5958,4,13176,EryP,citeseq
07d3cee601a9,4,32606,EryP,citeseq
e8a8f1565fb4,2,32606,EryP,citeseq
4320967b93f6,3,31800,EryP,citeseq
4db14e1ce487,4,13176,EryP,citeseq
f5100539e16c,2,32606,EryP,citeseq
6d1788c6224a,3,32606,EryP,citeseq
d23b055d35ae,3,31800,EryP,citeseq
a684a668a454,3,13176,EryP,citeseq
b81fb4b9decf,4,31800,EryP,citeseq
78f9e5645e38,3,13176,EryP,citeseq
2fb019db1692,2,31800,EryP,citeseq
3702324a8677,2,31800,EryP,citeseq
0578cc19921f,4,31800,EryP,citeseq
2dc4f55695aa,2,32606,EryP,citeseq
0c2e1c3731b9,4,13176,EryP,citeseq
62db1f3e9e1e,4,31800,EryP,citeseq
1d9cd987a4f7,4,31800,EryP,citeseq
27a1710d6d24,4,32606,EryP,citeseq
62e912904bc1,4,31800,EryP,citeseq
b95841b96656,4,31800,EryP,citeseq
0fff3a902a0c,3,32606,EryP,citeseq
d58d7867a2bc,3,32606,EryP,citeseq
e00a41c4ba33,3,31800,EryP,citeseq
a78ef5c0f26a,2,32606,EryP,citeseq
0d605d9330a7,2,13176,EryP,citeseq
03dc50d7b26f,4,13176,EryP,citeseq
e8ceecec7218,2,32606,EryP,citeseq
ea9905c693f8,3,32606,EryP,citeseq
f94a98a8ae7f,2,32606,EryP,citeseq
339d0e9ef8b2,3,32606,EryP,citeseq
9634a6a322a7,3,31800,EryP,citeseq
673f906058a4,4,31800,EryP,citeseq
b5c8c67ad24b,2,31800,EryP,citeseq
21da3ea6aec0,4,32606,EryP,citeseq
c75ccd6180b5,4,13176,EryP,citeseq
052cb857d2d5,3,32606,EryP,citeseq
a103a654cdfb,4,32606,EryP,citeseq
582d5100017d,4,31800,EryP,citeseq
bb69d0de91d8,2,31800,EryP,citeseq
5160f4c637dc,3,13176,EryP,citeseq
3d2efcafefc1,4,31800,EryP,citeseq
d39449d25f6d,4,13176,EryP,citeseq
8eaf47a13b2e,4,32606,EryP,citeseq
5161f867b0e5,4,13176,EryP,citeseq
a1cd04e213e0,4,31800,EryP,citeseq
7bf448d3ceb8,4,31800,EryP,citeseq
6f384a28fcd9,4,13176,EryP,citeseq
cad188018a96,4,31800,EryP,citeseq
4a651aaef235,2,31800,EryP,citeseq
af6b02333597,2,31800,EryP,citeseq
bf70dff15f39,4,32606,EryP,citeseq
582bf8826a38,4,31800,EryP,citeseq
2a41d7eaaece,4,31800,EryP,citeseq
b4880fd15fc0,4,13176,EryP,citeseq
c2fdf861afe2,2,13176,EryP,citeseq
129a7011356a,3,32606,EryP,citeseq
2778a21eda65,4,31800,EryP,citeseq
39002e7cbcd8,2,13176,EryP,citeseq
317e7f532718,3,13176,EryP,citeseq
b25a3bd87c41,4,32606,EryP,citeseq
8a233aacd4dd,2,31800,EryP,citeseq
7a2b690aa5d6,3,32606,EryP,citeseq
6e035357a1c4,2,31800,EryP,citeseq
7f65d3a11d6f,2,32606,EryP,citeseq
44352ec58625,4,32606,EryP,citeseq
f9dc37e52341,4,31800,EryP,citeseq
d961da44ad3c,2,13176,EryP,citeseq
76c7736f907d,4,32606,EryP,citeseq
e65144014476,4,31800,EryP,citeseq
446a9e796334,3,32606,EryP,citeseq
8f856fc61afc,2,13176,EryP,citeseq
ae53574e9977,3,31800,EryP,citeseq
19457e863d87,3,32606,EryP,citeseq
d51abc174c3e,4,31800,EryP,citeseq
15d69f9120d8,4,32606,EryP,citeseq
a827f4740aa3,2,32606,EryP,citeseq
85f170cefeb6,2,31800,EryP,citeseq
029a399d9809,2,32606,EryP,citeseq
fe50a607c45c,4,32606,EryP,citeseq
0a781e894d5b,2,13176,EryP,citeseq
b7c58836e82d,2,13176,EryP,citeseq
88a7608d9012,2,13176,EryP,citeseq
9450eca37ac5,3,32606,EryP,citeseq
ddd5307cc379,2,31800,EryP,citeseq
ce5023e0d61b,4,32606,EryP,citeseq
7d074437ac3a,4,31800,EryP,citeseq
65e85bff9dd3,3,31800,EryP,citeseq
0c0a18a7f700,4,31800,EryP,citeseq
389c85169096,4,13176,EryP,citeseq
67d205f50907,3,31800,EryP,citeseq
c14321ca3b72,4,31800,EryP,citeseq
eb0458728074,3,31800,EryP,citeseq
19854032f075,4,32606,EryP,citeseq
55784b58070f,3,13176,EryP,citeseq
42e3079088b7,3,31800,EryP,citeseq
b63191d0191a,3,13176,EryP,citeseq
771ee00442b9,4,32606,EryP,citeseq
4812ff806a62,4,32606,EryP,citeseq
e8a4199ed779,4,13176,EryP,citeseq
57753a28bf49,4,31800,EryP,citeseq
2b3515401890,4,32606,EryP,citeseq
c030701f354a,3,13176,EryP,citeseq
1f63b0725033,2,13176,EryP,citeseq
dcac0b2cbd8b,3,13176,EryP,citeseq
0b0b6d38a330,4,31800,EryP,citeseq
abe69ef79a6a,2,13176,EryP,citeseq
5b7d176adfb5,2,32606,EryP,citeseq
c7a2c9a2957d,3,31800,EryP,citeseq
17db5dcfaa1f,4,13176,EryP,citeseq
e68a9e84ba7e,3,32606,EryP,citeseq
61bac1e6b307,3,31800,EryP,citeseq
9cffb04e6784,2,32606,EryP,citeseq
0c4c1440840c,4,31800,EryP,citeseq
3f031b3352b1,4,32606,EryP,citeseq
ba6b3462ceb9,2,32606,EryP,citeseq
fc89d24027e0,4,13176,EryP,citeseq
179484efb14d,3,32606,EryP,citeseq
c632df5a4fdf,4,31800,EryP,citeseq
a839e5eaa755,3,13176,EryP,citeseq
760d1a62b131,2,13176,EryP,citeseq
3f6827890c27,4,32606,EryP,citeseq
0513bafd2779,2,32606,EryP,citeseq
0c5a3c69cea6,3,32606,EryP,citeseq
06ceb0380a35,3,32606,EryP,citeseq
a3cc6a68887a,2,31800,EryP,citeseq
3ae072dd81eb,4,31800,EryP,citeseq
17bba5571643,4,13176,EryP,citeseq
79ec0da01748,4,31800,EryP,citeseq
9960d89cfd77,3,31800,EryP,citeseq
99473958fd51,4,13176,EryP,citeseq
d5c943762273,4,31800,EryP,citeseq
2c403428ee19,4,13176,NeuP,citeseq
22356bed53fd,2,32606,NeuP,citeseq
0ce4650d0434,3,13176,NeuP,citeseq
4559156f5d7b,2,13176,NeuP,citeseq
4e531227d124,4,31800,NeuP,citeseq
02966e6e7cbf,4,31800,NeuP,citeseq
e381e2d4d45f,3,13176,NeuP,citeseq
efb9c75b6f40,3,13176,NeuP,citeseq
e2842c783acc,2,32606,NeuP,citeseq
faf8053f919d,4,32606,NeuP,citeseq
3d1047bd848d,3,13176,NeuP,citeseq
3ccfec902836,4,31800,NeuP,citeseq
43b5fc3fef78,4,31800,NeuP,citeseq
29d019a182c0,4,31800,NeuP,citeseq
262b498a4420,2,31800,NeuP,citeseq
54f4a4831971,3,32606,NeuP,citeseq
7a6f389db1b6,2,32606,NeuP,citeseq
047d18e97fb1,3,31800,NeuP,citeseq
e23cc886a011,4,13176,NeuP,citeseq
f975b99acca6,3,32606,NeuP,citeseq
ba5088d88daf,3,13176,NeuP,citeseq
8a7e5e06dd98,2,13176,NeuP,citeseq
e4972eaf9050,3,13176,NeuP,citeseq
bdad3e8334d0,2,32606,NeuP,citeseq
197cc3b982fd,2,13176,NeuP,citeseq
ecf762af53be,4,32606,NeuP,citeseq
b6f29acf2a50,4,31800,NeuP,citeseq
3fedcdf0f0db,3,13176,NeuP,citeseq
c249af9ed9e9,4,31800,NeuP,citeseq
72994f8b2d2e,2,31800,NeuP,citeseq
1af1d49f9408,2,31800,NeuP,citeseq
8cf79b67a250,4,32606,NeuP,citeseq
3f7dc20db87a,4,13176,NeuP,citeseq
d9c0e70b4ddb,3,32606,NeuP,citeseq
01f392736803,4,32606,NeuP,citeseq
5fc85579bb4e,2,31800,NeuP,citeseq
3d0edd21b43f,3,31800,NeuP,citeseq
dc10e2e75a09,2,32606,NeuP,citeseq
e07755a8b6a2,4,32606,NeuP,citeseq
89976305b24e,4,32606,NeuP,citeseq
b2bf6c646c9e,2,13176,NeuP,citeseq
4e0c25011b51,3,32606,NeuP,citeseq
35156abcd6cf,4,13176,NeuP,citeseq
f34fb4546447,3,32606,NeuP,citeseq
7ff0078ecf8a,3,32606,NeuP,citeseq
397045e6feac,4,31800,NeuP,citeseq
5e9de453aaa2,4,32606,NeuP,citeseq
5820abd481f8,4,32606,NeuP,citeseq
53d893c5063d,2,31800,NeuP,citeseq
20f5e0107277,4,31800,NeuP,citeseq
bc4b3733c648,3,13176,NeuP,citeseq
16230e777e28,3,31800,NeuP,citeseq
43085263e949,2,31800,NeuP,citeseq
fce0c6947949,3,31800,NeuP,citeseq
110dd32df000,3,31800,NeuP,citeseq
52c956a0b348,2,31800,NeuP,citeseq
9de4624465bb,3,31800,NeuP,citeseq
5441cc42ecfb,4,31800,NeuP,citeseq
c8774119a816,4,13176,NeuP,citeseq
4e65f34b812e,4,32606,NeuP,citeseq
07589c08be8a,4,13176,NeuP,citeseq
b319ab62f588,3,31800,NeuP,citeseq
681a6bc9545d,3,13176,NeuP,citeseq
fd500657b35a,3,13176,NeuP,citeseq
557da7dd322f,4,13176,NeuP,citeseq
99963030dcba,3,31800,NeuP,citeseq
e812c818cb18,4,31800,NeuP,citeseq
c15cc001c15e,2,32606,NeuP,citeseq
33a45b83c650,4,31800,NeuP,citeseq
b88634bb6f42,4,13176,NeuP,citeseq
55bad001400f,4,32606,NeuP,citeseq
188592ec85aa,3,31800,NeuP,citeseq
8a988d63e6b7,3,32606,NeuP,citeseq
cd1dab4d34d5,4,32606,NeuP,citeseq
02d9045e1525,4,13176,NeuP,citeseq
668c0d9c651a,4,32606,NeuP,citeseq
64660c7fa052,2,32606,NeuP,citeseq
6734141a5f41,4,31800,NeuP,citeseq
06848ff41b37,4,31800,NeuP,citeseq
b89ae691d387,4,32606,NeuP,citeseq
f8feacd585ed,4,13176,NeuP,citeseq
2993768f9a2e,3,31800,NeuP,citeseq
20e290d8f426,4,13176,NeuP,citeseq
f535fd1c2509,3,13176,NeuP,citeseq
acc0d6cd2639,2,32606,NeuP,citeseq
79412edf533c,4,32606,NeuP,citeseq
de73d4868fa5,3,31800,NeuP,citeseq
ade07a899d92,2,32606,NeuP,citeseq
cca4776efe48,4,31800,NeuP,citeseq
bf1fd994f674,4,13176,NeuP,citeseq
3b98db90338f,4,31800,NeuP,citeseq
56afdbc8a963,2,31800,NeuP,citeseq
0c1e13650323,2,32606,NeuP,citeseq
a70614462180,4,13176,NeuP,citeseq
0074a57e1106,3,13176,NeuP,citeseq
a34c02e39ef7,4,13176,NeuP,citeseq
545f9ac81a53,4,13176,NeuP,citeseq
0612089ddfa1,4,13176,NeuP,citeseq
f860dc1afd82,2,31800,NeuP,citeseq
a66937fc6883,2,32606,NeuP,citeseq
f607e8bf8200,2,31800,NeuP,citeseq
95fd5346706d,2,13176,NeuP,citeseq
9814f47d69ed,4,31800,NeuP,citeseq
6ce1689bdb8c,2,13176,NeuP,citeseq
3b5ded7b66dc,3,13176,NeuP,citeseq
3b5e7df1f790,2,31800,NeuP,citeseq
afdd1a778460,2,31800,NeuP,citeseq
4035ba77a514,4,13176,NeuP,citeseq
e28096923a5f,2,13176,NeuP,citeseq
ef35c20bd794,3,32606,NeuP,citeseq
c70dc9781e00,4,31800,NeuP,citeseq
10e560f42421,2,32606,NeuP,citeseq
c36e19157f13,4,13176,NeuP,citeseq
0a1797a61a54,4,32606,NeuP,citeseq
61dd4633debd,3,13176,NeuP,citeseq
c3367337e1d4,3,32606,NeuP,citeseq
aae35f6d9168,4,32606,NeuP,citeseq
932b88c99254,3,31800,NeuP,citeseq
260d5e32941e,2,13176,NeuP,citeseq
cd03cc55e3cc,3,13176,NeuP,citeseq
932599462bfe,4,13176,NeuP,citeseq
2675e6c70b4d,2,32606,NeuP,citeseq
ee4540efc8a0,3,13176,NeuP,citeseq
331a096924a2,4,32606,NeuP,citeseq
d5165a018f7f,3,31800,NeuP,citeseq
41c61b946c9a,3,13176,NeuP,citeseq
29d13a6aaca4,4,32606,NeuP,citeseq
60671f6ac3c6,3,13176,NeuP,citeseq
0dc855481de6,2,31800,NeuP,citeseq
d2630b142d7d,4,32606,NeuP,citeseq
ec6861422e47,4,13176,NeuP,citeseq
72687103b0ea,3,32606,NeuP,citeseq
a26229b07917,4,31800,NeuP,citeseq
691e03e05374,2,31800,NeuP,citeseq
4d07d615035f,4,32606,NeuP,citeseq
66407b655e53,4,31800,NeuP,citeseq
b5f3a623a9e0,4,13176,NeuP,citeseq
5b1ccbe986e4,3,31800,NeuP,citeseq
3f2459226c7d,2,13176,NeuP,citeseq
99c8ff1f0ba4,4,13176,NeuP,citeseq
97278e1187ed,4,31800,NeuP,citeseq
61f7f3126230,4,32606,NeuP,citeseq
960b50432643,2,32606,NeuP,citeseq
0162565ec56d,4,13176,NeuP,citeseq
c3915005683a,2,32606,NeuP,citeseq
e6f499d5721e,4,13176,NeuP,citeseq
df9a5ab45089,2,31800,NeuP,citeseq
27f81a84ce42,4,13176,NeuP,citeseq
aa08dc3b985e,2,13176,NeuP,citeseq
b13e216c3e68,2,32606,NeuP,citeseq
103fe7117aa9,2,13176,NeuP,citeseq
87f866e57e6e,3,13176,NeuP,citeseq
5e822d9affd2,4,13176,NeuP,citeseq
0c8b0f117c40,4,13176,NeuP,citeseq
d4658db3653d,3,32606,NeuP,citeseq
07ca90b87a0d,4,13176,NeuP,citeseq
850f2f94d840,2,32606,NeuP,citeseq
9d656d4154cd,4,32606,NeuP,citeseq
c0f6ba617514,4,13176,NeuP,citeseq
c7aa8c41e41e,2,31800,NeuP,citeseq
5ca0e0297f70,2,13176,NeuP,citeseq
a89396da7a5e,4,31800,NeuP,citeseq
b7e4895f866e,3,13176,NeuP,citeseq
f682acfe0a6e,3,32606,NeuP,citeseq
f9d80555430e,4,13176,NeuP,citeseq
e53a83e42f20,3,13176,NeuP,citeseq
c35141daa216,4,13176,NeuP,citeseq
22869aa7d14f,3,32606,NeuP,citeseq
6868a2b6fe6a,4,32606,NeuP,citeseq
5d75f27b50fe,2,13176,NeuP,citeseq
35f2729306b6,2,32606,NeuP,citeseq
ad642edbfd00,4,13176,NeuP,citeseq
7f13b3792ea1,3,31800,NeuP,citeseq
b2f78a720ec1,4,31800,NeuP,citeseq
4f81f4217649,4,32606,NeuP,citeseq
378a7bc3a7f3,3,13176,NeuP,citeseq
cd0a7b8e8b0b,4,31800,NeuP,citeseq
78dab05a0615,4,31800,NeuP,citeseq
a64810603e4b,3,31800,NeuP,citeseq
56d5ba9df37e,4,31800,NeuP,citeseq
9a8bf9d64507,4,32606,NeuP,citeseq
c221e489973a,4,32606,NeuP,citeseq
75376f45729a,3,13176,NeuP,citeseq
83b3d37a86c7,3,32606,NeuP,citeseq
de1e362535aa,3,31800,NeuP,citeseq
a2e50a50e133,3,31800,NeuP,citeseq
8c442390a623,3,13176,NeuP,citeseq
45889270d525,4,31800,NeuP,citeseq
066282945d7f,3,31800,NeuP,citeseq
263bf55eb997,4,13176,NeuP,citeseq
6fd7addf2849,3,32606,NeuP,citeseq
42605fbc8722,4,31800,NeuP,citeseq
2c92e5102702,4,13176,NeuP,citeseq
58baac2f86df,4,31800,NeuP,citeseq
d7e8c2753c38,3,13176,NeuP,citeseq
10d706b97457,2,31800,NeuP,citeseq
00e4f415c97c,4,13176,NeuP,citeseq
4f0920a5a5c3,2,31800,NeuP,citeseq
144732adb6c4,3,13176,NeuP,citeseq
9d67462c0988,3,13176,NeuP,citeseq
0aab2558339e,4,32606,NeuP,citeseq
5871587edf87,4,32606,NeuP,citeseq
dcc42860d561,2,32606,NeuP,citeseq
ec08b6769950,3,32606,NeuP,citeseq
0f6154346c18,4,13176,NeuP,citeseq
c10474ec0734,4,31800,NeuP,citeseq
88011f22c138,4,31800,NeuP,citeseq
0ee1f2bd87c5,3,32606,NeuP,citeseq
ba97b7fec996,4,32606,NeuP,citeseq
89c58e2cc10d,4,32606,NeuP,citeseq
60b7d630ee62,2,13176,NeuP,citeseq
9fa9c4d98d97,3,32606,NeuP,citeseq
e6c20643bb14,3,13176,NeuP,citeseq
3288b4151244,3,32606,NeuP,citeseq
07b62e46a461,4,32606,NeuP,citeseq
474d2f975b3e,4,31800,NeuP,citeseq
ccf8384b99b2,4,13176,NeuP,citeseq
a0d7275dda3b,4,13176,NeuP,citeseq
e3eedf483add,3,32606,NeuP,citeseq
625e576db449,4,32606,NeuP,citeseq
da6704e638d7,4,31800,NeuP,citeseq
d2bf21ef6727,4,31800,NeuP,citeseq
a586c9f71e89,2,32606,NeuP,citeseq
8b3bcc5e8d5e,3,31800,NeuP,citeseq
8377bf1c8b27,4,31800,NeuP,citeseq
f6e46cb6e675,2,13176,NeuP,citeseq
034cc9b11cba,2,32606,NeuP,citeseq
70481e7e168d,4,13176,NeuP,citeseq
e2705ef72121,3,13176,NeuP,citeseq
cd19d1c4cd12,3,13176,NeuP,citeseq
df5b5a65c046,4,31800,NeuP,citeseq
7ca000c69a87,2,13176,NeuP,citeseq
be8bb85a470c,2,13176,NeuP,citeseq
143aaaca34c9,3,32606,NeuP,citeseq
c67596c932e6,4,31800,NeuP,citeseq
3862206a7a7e,3,13176,NeuP,citeseq
abb940ac31bc,3,31800,NeuP,citeseq
ea9bdb54660c,3,13176,NeuP,citeseq
9a8ea6191a06,2,13176,NeuP,citeseq
bfd6d254d735,4,32606,NeuP,citeseq
7e6801ff29a6,2,32606,NeuP,citeseq
25d7d28f87b8,4,31800,NeuP,citeseq
e6705df62cf4,4,32606,NeuP,citeseq
c269d8697fd6,2,31800,NeuP,citeseq
48c902657fd4,4,32606,NeuP,citeseq
dc5356329d60,3,32606,NeuP,citeseq
df3c7d4eba53,4,13176,NeuP,citeseq
679ebc638ebe,4,32606,NeuP,citeseq
3eecbc6da8d8,4,13176,NeuP,citeseq
5aa482c8e1e7,2,32606,NeuP,citeseq
8bd37baafc07,4,13176,NeuP,citeseq
f5011078f5c1,3,32606,NeuP,citeseq
f0c65bbef8d5,4,31800,NeuP,citeseq
141818da2d2a,3,13176,NeuP,citeseq
a10f537f76af,2,31800,NeuP,citeseq
2dedc555e9d9,4,31800,NeuP,citeseq
0f023762145c,2,31800,NeuP,citeseq
64f4d25037ce,4,32606,NeuP,citeseq
9f620be533fe,4,31800,NeuP,citeseq
2d0c520575fe,3,32606,NeuP,citeseq
db30cc556944,3,31800,NeuP,citeseq
8cbc3e3521ad,2,32606,NeuP,citeseq
916cfdeab066,4,32606,NeuP,citeseq
b5e3bf0e9c85,4,13176,NeuP,citeseq
950d9d36b41f,3,13176,NeuP,citeseq
f763906e9d80,3,31800,NeuP,citeseq
de5084b30f84,3,32606,NeuP,citeseq
4626858ec737,2,31800,NeuP,citeseq
eabbc58b5b7c,4,31800,NeuP,citeseq
42e35c4a9d2f,4,32606,NeuP,citeseq
f416a628dfbe,3,32606,NeuP,citeseq
f949ab2634a1,3,32606,NeuP,citeseq
ed5ea743f784,2,31800,NeuP,citeseq
eb30b67c9cb7,4,32606,NeuP,citeseq
3dcb3c22aae0,3,32606,NeuP,citeseq
1ff73793a3d7,3,13176,NeuP,citeseq
31d0b9da1d46,4,13176,NeuP,citeseq
b099d192b9d0,3,32606,NeuP,citeseq
0b85f0cd583a,2,13176,NeuP,citeseq
64f9cc3aaaf2,3,32606,NeuP,citeseq
782ea65d0f9c,4,13176,NeuP,citeseq
f49752816bfa,4,13176,NeuP,citeseq
437dda115209,3,13176,NeuP,citeseq
1958148f7600,3,13176,NeuP,citeseq
843ef776b576,4,32606,NeuP,citeseq
e9e2ceec803f,4,31800,NeuP,citeseq
7e9655b367a7,2,32606,NeuP,citeseq
4709d00ce337,2,31800,NeuP,citeseq
8d03b93f3b71,2,31800,NeuP,citeseq
64f1ef75955e,4,31800,NeuP,citeseq
b1c9e3c79ebc,3,32606,NeuP,citeseq
26e5d98e21b1,3,13176,NeuP,citeseq
04b81c4a5199,4,31800,NeuP,citeseq
54e583b1d112,2,13176,NeuP,citeseq
e27a23e6da78,4,32606,NeuP,citeseq
2e0144eea578,4,31800,NeuP,citeseq
797fc01ac89f,4,13176,NeuP,citeseq
534c68110a6e,3,31800,NeuP,citeseq
61be775ce332,4,13176,NeuP,citeseq
95c4dafd0c2d,4,32606,NeuP,citeseq
714330fa76c6,3,31800,NeuP,citeseq
b860edcbd535,3,32606,NeuP,citeseq
79f0db6f1fc6,2,32606,NeuP,citeseq
c758449eb8b5,2,13176,NeuP,citeseq
86e5be7ee00d,3,13176,NeuP,citeseq
dbc67f365c39,3,13176,NeuP,citeseq
f389ff86126e,4,31800,NeuP,citeseq
8bb870b45efc,3,31800,NeuP,citeseq
97f51d7a2881,4,31800,NeuP,citeseq
a3a3357e5092,3,32606,NeuP,citeseq
87d17bad7453,3,13176,NeuP,citeseq
6f06381f3fb6,3,31800,NeuP,citeseq
44bc685f7e60,4,32606,NeuP,citeseq
c8b1001bc96c,4,31800,NeuP,citeseq
9dc277cf3d0e,2,31800,NeuP,citeseq
da9ebaa93c98,4,31800,NeuP,citeseq
4f7a8f41bdd5,4,32606,NeuP,citeseq
4d19a55c9552,2,32606,NeuP,citeseq
93af29b9e90b,3,32606,NeuP,citeseq
e9803cf7faef,4,32606,NeuP,citeseq
fae2715205e8,2,13176,NeuP,citeseq
c10320f6ed4d,4,32606,NeuP,citeseq
edea29cac9a4,4,31800,NeuP,citeseq
9e34593a78f1,4,32606,NeuP,citeseq
ef9114fce180,4,31800,NeuP,citeseq
daf9c1fd16a7,4,31800,NeuP,citeseq
235be5c5c5d8,2,32606,NeuP,citeseq
c5166f83fd37,4,31800,NeuP,citeseq
dc426ab8e3c5,2,31800,NeuP,citeseq
33f67aa619de,3,13176,NeuP,citeseq
bfb6b59eeed8,4,13176,NeuP,citeseq
e2cdc78b1b21,2,13176,NeuP,citeseq
ae92fccf4295,2,31800,NeuP,citeseq
bc38818e98b5,2,13176,NeuP,citeseq
f899f1129dd0,4,32606,NeuP,citeseq
dd75eba84185,3,31800,NeuP,citeseq
512e67cfc1f9,3,13176,NeuP,citeseq
d2684a026ef0,3,32606,NeuP,citeseq
68c8b824a25f,2,13176,NeuP,citeseq
c0c9e97fbb64,2,13176,NeuP,citeseq
3a62f5653b3f,4,31800,NeuP,citeseq
ed9d28ba15a4,4,31800,NeuP,citeseq
cd6db8795e06,2,31800,NeuP,citeseq
bbc773bf5842,4,13176,NeuP,citeseq
75aa8dfc0279,4,32606,NeuP,citeseq
00e9312f1a79,2,32606,NeuP,citeseq
2c9396b43f2d,4,13176,NeuP,citeseq
6b1428917c29,3,32606,NeuP,citeseq
9cc0652f530f,4,32606,NeuP,citeseq
ed22e567c288,2,31800,NeuP,citeseq
0808d159b38a,4,31800,NeuP,citeseq
53b31e98b8e6,3,13176,NeuP,citeseq
10b6a773b3a7,4,32606,NeuP,citeseq
1912c0ed10bf,2,32606,NeuP,citeseq
3af19f74ea29,2,13176,NeuP,citeseq
002f41da82ab,4,13176,NeuP,citeseq
1d711545694e,2,31800,NeuP,citeseq
ca7880b1cf9e,3,13176,NeuP,citeseq
ccacd482557a,4,31800,NeuP,citeseq
ba161e0b0e9a,4,13176,NeuP,citeseq
b134b50af11e,2,31800,NeuP,citeseq
e7752f50ff07,4,13176,NeuP,citeseq
d1f4fb0eb312,2,13176,NeuP,citeseq
ba3aaaccafdc,4,31800,NeuP,citeseq
c1bbc6a3047f,4,13176,NeuP,citeseq
b447eada5b28,4,13176,NeuP,citeseq
b90039145dd6,4,13176,NeuP,citeseq
de5014187fec,2,31800,NeuP,citeseq
16a72dce6cba,3,32606,NeuP,citeseq
d0e74de41322,4,31800,NeuP,citeseq
767178d0ae45,2,32606,NeuP,citeseq
1d2338e566e3,4,32606,NeuP,citeseq
7c72c28f7fba,4,31800,NeuP,citeseq
d1b46d129f9a,2,32606,NeuP,citeseq
37abd00ca565,4,32606,NeuP,citeseq
2f44667d314a,2,32606,NeuP,citeseq
d563cc4b7479,4,31800,NeuP,citeseq
8fd57dd9d089,2,32606,NeuP,citeseq
141e38652b3b,2,32606,NeuP,citeseq
e53e4dc810c6,2,13176,NeuP,citeseq
33b109d71382,2,31800,NeuP,citeseq
9eb8622663fd,2,32606,NeuP,citeseq
2d60ee684216,3,31800,NeuP,citeseq
aedc137a6a45,2,32606,NeuP,citeseq
d687515253d5,4,32606,NeuP,citeseq
3c3fa092db15,3,13176,NeuP,citeseq
09b56f6a079c,4,32606,NeuP,citeseq
497af3f505c8,4,32606,NeuP,citeseq
405b269ef6de,2,31800,NeuP,citeseq
1e1812508f34,3,31800,NeuP,citeseq
5eab5ced319f,3,32606,NeuP,citeseq
57732f764aee,3,13176,NeuP,citeseq
4b8b5710013d,4,13176,NeuP,citeseq
69bd3f698a84,2,32606,NeuP,citeseq
657cd975ddb0,3,13176,NeuP,citeseq
